"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d'enregistrement du permis de démolir (PD)";"Etat d'avancement du projet";"Date réelle d'autorisation initiale";"Année de dépôt de la DAU";"Date (mois) de prise en compte (DPC) du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte (DPC) de l'autorisation initiale";"Date (mois) (DPC) de dernière mise à jour des données";"Code d'activité principale de l'établissement d'un demandeur avéré en tant que personne morale";"Catégorie juridique d'un demandeur avéré en tant que personne morale";"Dénomination d'un demandeur avéré en tant que personne morale";"Numéro SIREN d'un demandeur avéré en tant que personne morale";"Numéro SIRET d'un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PD";"ETAT_PD";"DATE_REELLE_AUTORISATION";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0066";2;"2013-11-14";2013;"2013-10";"2013-11";"2013-11";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"27";;"RUE DE PERIOLE";;"TOULOUSE";"31";"AE";45;;;;;6380;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0067";2;"2014-01-07";2013;"2013-10";"2014-01";"2014-01";"68.10Z";5710;"SOCIETE IAM SIAM";"429511637";"42951163700010";"31685";"TOULOUSE CEDEX 6";"false";"19";;"CHEMIN DES CLOTASSES";;"TOULOUSE";"31";"AM";234;"AM";"236";"AM";"237";2136;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0068";2;"2013-11-19";2013;"2013-10";"2013-11";"2013-11";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;;"RUE DINETARD";;"TOULOUSE";"31";"AK";17;;;;;1894;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0069";2;"2013-11-08";2013;"2013-11";"2013-11";"2013-11";"42.99Z";5515;"SOC ECON MIXT LOCA COLOMIERS AMEN CONSTR";"620800102";"62080010200027";"31010";"TOULOUSE CEDEX 6";"false";"13";;"CHE CARROSSE";;"TOULOUSE";"31";"AH";165;;;;;81508;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0070";2;"2013-11-08";2013;"2013-11";"2013-11";"2013-11";"85.42Z";7383;"ECOLE NATIONALE DE L'AVIATION CIVILE";"193112562";"19311256200015";"31055";"TOULOUSE CEDEX 04";"false";"7";;"AV EDOUARD BELIN";;"TOULOUSE";"31";"BK";6;;;;;191429;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0071";2;"2013-11-08";2013;"2013-11";"2013-11";"2013-11";"26.51A";5710;"THALES AIR SYSTEMS SAS";"319159877";"31915987700079";"94150";"RUNGIS";"false";"105";;"AV DU GENERAL EISENHOWER";;"TOULOUSE";"31";"AD";29;"AD";"30";"AD";"39";151625;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0072";2;"2013-11-28";2013;"2013-11";"2013-11";"2013-11";"52.21Z";4120;"SNCF RESEAU";"412280737";"41228073700310";"31000";"TOULOUSE";"false";;;"IMPASSE MICHEL ANGE";"GARE RAYNAL";"TOULOUSE";"31";"AC";1;;;;;37490;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0073";2;"2013-11-12";2013;"2013-11";"2013-11";"2013-11";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"3";;"CHEMIN LAFILAIRE";;"TOULOUSE";"31";"AE";45;;;;;537;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0074";2;"2013-12-17";2013;"2013-11";"2013-12";"2013-12";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"40";;"IMP ALEXIS TOCQUEVILLE";;"TOULOUSE";"31";"BI";47;;;;;1656;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0079";2;"2013-12-05";2013;"2013-11";"2013-12";"2013-12";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31500";"TOULOUSE";"false";"321";;"RTE DE LAUNAGUET";;"TOULOUSE";"31";"AE";68;;;;;1162;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0080";2;"2014-01-21";2013;"2013-12";"2014-01";"2014-01";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31500";"TOULOUSE";"false";;;"LAPPAROU";;"TOULOUSE";"31";"AD";127;"AD";"33";"AD";"34";2478;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0081";2;"2013-12-17";2013;"2013-12";"2013-12";"2013-12";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"12";;"RUE CLAUDE GONIN";;"TOULOUSE";"31";"AI";37;;;;;7869;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0082";2;"2014-02-13";2013;"2013-12";"2014-02";"2014-02";"68.20A";5546;"SA HLM LE NOUVEAU LOGIS MERIDIONAL";"330814559";"33081455900085";"31500";"TOULOUSE";"false";;;"RUE MAURICE BECANNE";;"TOULOUSE";"31";"AE";276;;;;;3376;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0083";2;"2014-01-14";2013;"2013-12";"2014-01";"2014-01";"68.20A";4140;"HABITAT TOULOUSE OFFICE PUBLIC DE L'HABITAT -";"400121463";"40012146300014";"31069";"TOULOUSE  CEDEX";"false";;;"RUE RAPHAEL";;"TOULOUSE";"31";"AL";189;;;;;9340;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0084";2;"2014-02-11";2013;"2013-12";"2014-02";"2014-02";"70.10Z";5599;"SNPE";"712013432";"71201343200059";"31078";"TOULOUSE  CEDEX 04";"false";;;"CHEMIN DE LA LOGE";;"TOULOUSE";"31";"BN";47;;;;;17714;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155513D0086";4;"2014-02-25";2013;"2013-12";"2014-02";"2017-12";;;;;;"31100";"TOULOUSE";"false";"65";"RUE";"DES CHAMPS ELYSEES";;"TOULOUSE";"31000";"AC";222;;;;;548;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514A0058";2;"2015-02-10";2014;"2014-12";"2015-02";"2015-02";"35.22Z";5599;"GRDF";"444786511";"44478651100253";"31000";"TOULOUSE";"false";"18";"AV";"DE GUILLAUMET";;"TOULOUSE";"31000";"AV";198;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0001";2;"2014-01-09";2014;"2014-01";"2014-01";"2014-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"126";;"RTE DE SEYSSES";;"TOULOUSE";"31";"AT";366;"AT";"420";"AT";"448";11983;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0002";2;"2014-01-21";2014;"2014-01";"2014-01";"2014-01";;;;;;"31000";"TOULOUSE";"false";"15";;"PL MARIUS PINEL";;"TOULOUSE";"31";"AD";50;;;;;387;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0003";2;"2014-01-23";2014;"2014-01";"2014-01";"2014-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"282";;"RTE DE LAUNAGUET";;"TOULOUSE";"31";"AE";427;;;;;5109;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0004";2;"2014-01-30";2014;"2014-01";"2014-01";"2014-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;;"PLACE EDOUARD BOULLIERES";;"TOULOUSE";"31";"BO";188;"BO";"47";;;15730;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0005";2;"2014-03-12";2014;"2014-01";"2014-03";"2014-03";"26.11Z";5710;"FREESCALE SEMICONDUCTEURS FRANCE SAS";"788037018";"78803701800017";"31023";"TOULOUSE CEDEX 01";"false";"134";;"AV DU GENERAL EISENHOWER";;"TOULOUSE";"31";"AH";130;;;;;199403;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0006";2;"2014-02-27";2014;"2014-01";"2014-02";"2014-02";;;;;;"31200";"TOULOUSE";"false";"64";;"ROUTE DE REVEL";;"TOULOUSE";"31";"AK";119;"AK";"381";"AK";"383";652;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0007";2;"2014-01-15";2014;"2014-01";"2014-01";"2014-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"25";;"CHE DES CANALETS";;"TOULOUSE";"31";"BI";36;;;;;2075;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0008";2;"2014-03-18";2014;"2014-01";"2014-03";"2014-03";;;;;;"31300";"TOULOUSE";"false";"42";;"CHE DE LANUSSE";;"TOULOUSE";"31";"AK";88;;;;;902;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0009";2;"2014-01-16";2014;"2014-01";"2014-01";"2014-01";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;;"RUE JEAN GIBERT";"LAC DE SESQUIERE";"TOULOUSE";"31";"BI";2;;;;;11102;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0010";2;"2014-03-25";2014;"2014-02";"2014-03";"2014-03";;;;;;"91002";"EVRY";"false";"30-32";;"RTE DE BAYONNE";;"TOULOUSE";"31";"AC";159;"AC";"168";"AC";"239";1984;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0011";2;"2014-02-11";2014;"2014-02";"2014-02";"2014-02";"26.11Z";5710;"FREESCALE SEMICONDUCTEURS FRANCE SAS";"788037018";"78803701800017";"31023";"TOULOUSE CEDEX 01";"false";"134";;"AV DU GENERAL EISENHOWER";;"TOULOUSE";"31";"AH";130;;;;;199403;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0012";2;"2014-02-27";2014;"2014-02";"2014-02";"2014-02";;;;;;"31400";"TOULOUSE";"false";"27";;"RUE DES MICOCOULIERS";;"TOULOUSE";"31";"AW";90;;;;;135755;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0013";2;"2014-04-15";2014;"2014-02";"2014-04";"2014-04";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"5";;"IMP JEAN ALPHAND";;"TOULOUSE";"31";"AD";391;;;;;608;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0014";2;"2014-03-13";2014;"2014-02";"2014-03";"2014-03";;;;;;"31100";"TOULOUSE";"false";"50 B";;"CHE DU CARRELOT";;"TOULOUSE";"31";"AY";243;;;;;343;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0015";2;"2014-03-25";2014;"2014-02";"2014-03";"2014-03";"68.32A";6542;"LE BIBASSIER";"753491604";"75349160400017";"31300";"TOULOUSE";"false";"20";;"RUE RAPAS";;"TOULOUSE";"31";"AK";115;;;;;434;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0016";2;"2014-03-14";2014;"2014-02";"2014-03";"2014-03";;;;;;"31400";"TOULOUSE";"false";"27";;"RUE PASTEUR";;"TOULOUSE";"31";"AD";300;;;;;140;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0017";2;"2014-05-07";2014;"2014-05";"2014-05";"2014-05";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"137";;"AVENUE DE LESPINET";;"TOULOUSE";"31";"AH";8;"AH";"9";;;6350;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0018";2;"2014-05-20";2014;"2014-04";"2014-05";"2014-05";"68.20A";5599;"SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DES CHALETS";"660802844";"66080284400028";"31027";"TOULOUSE CEDEX 3";"false";"23";;"IMP REFRACTAIRES ET MAQUIS";;"TOULOUSE";"31";"AY";31;;;;;18420;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0019";2;"2014-05-07";2014;"2014-05";"2014-05";"2014-05";"68.20B";6540;"SCI LOCAT INDUS";"323159061";"32315906100049";"34170";"CASTELNAU LE LEZ";"false";"22 ET";;"RUE DES COSMONAUTES";"ZAC DU PALAYS";"TOULOUSE";"31";"AY";28;;;;;2736;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0020";2;"2014-06-26";2014;"2014-04";"2014-06";"2014-06";;;;;;"31300";"TOULOUSE";"false";"17";;"RUE DELPY";;"TOULOUSE";"31";"AH";412;;;;;125;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0021";2;"2014-05-13";2014;"2014-04";"2014-05";"2014-05";"68.20B";6599;"FASTE";"449558402";;"31500";"TOULOUSE";"false";"3";;"IMP DE PALAYRE";;"TOULOUSE";"31";"BX";67;"BX";"68";;;1665;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0022";2;"2014-06-12";2014;"2014-04";"2014-06";"2014-06";;;;;;"31400";"TOULOUSE";"false";"6";;"RUE FREDEAU";;"TOULOUSE";"31";"AB";61;;;;;190;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0023";2;"2014-06-26";2014;"2014-05";"2014-06";"2014-06";;;;;;"31500";"TOULOUSE";"false";"22";;"RUE DE LA VERRERIE";;"TOULOUSE";"31";"AB";956;;;;;35;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0024";2;"2014-05-28";2014;"2014-05";"2014-05";"2014-05";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"256";;"RTE DE REVEL";;"TOULOUSE";"31";"AR";50;"AR";"51";;;2590;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0025";2;"2014-07-02";2014;"2014-06";"2014-06";"2014-06";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"15";;"RUE ALEXIS TOCQUEVILLE";;"TOULOUSE";"31";"BH";52;;;;;553;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0026";2;"2014-07-22";2014;"2014-06";"2014-07";"2014-07";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"110";;"CHEMIN DE PALEFICAT";;"TOULOUSE";"31";"BI";1;;;;;3382;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0027";2;"2014-06-19";2014;"2014-06";"2014-06";"2014-06";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"59";;"RUE ROLAND GARROS";;"TOULOUSE";"31";"AD";68;;;;;109;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0028";2;"2014-07-24";2014;"2014-06";"2014-07";"2014-07";;;;;;"31500";"TOULOUSE";"false";"1";;"RUE MOQUIN TANDON";;"TOULOUSE";"31";"AD";13;;;;;507;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0029";2;"2014-06-19";2014;"2014-06";"2014-06";"2014-06";;;;;;"31200";"TOULOUSE";"false";"15";;"IMP DU JURA";;"TOULOUSE";"31";"AK";142;;;;;714;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0030";2;"2014-07-16";2014;"2014-06";"2014-07";"2014-07";;;;;;"31100";"TOULOUSE";"false";"4";;"CHEM LOUIS JOUVET";;"TOULOUSE";"31";"AH";91;"AH";"92";"AH";"93";1466;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0031";2;"2014-09-03";2014;"2014-06";"2014-09";"2014-09";;;;;;"31000";"TOULOUSE";"false";"18";;"IMP BARTHE";;"TOULOUSE";"31";"AO";73;;;;;706;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0032";2;"2014-10-02";2014;"2014-06";"2014-10";"2014-10";;;;;;"31000";"TOULOUSE";"false";"26";;"RUE EMBARTHE";;"TOULOUSE";"31";"AD";219;;;;;170;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0034";2;"2014-07-24";2014;"2014-07";"2014-07";"2014-07";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"252 B";;"AV JEAN RIEUX";;"TOULOUSE";"31";"AY";374;;;;;12358;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0035";2;"2014-08-27";2014;"2014-07";"2014-08";"2014-08";"68.20B";6599;"LES FRENES";"500415864";"50041586400015";"31530";"MONTAIGUT SUR SAVE";"false";"13";;"RUE MARIUS TERCE";;"TOULOUSE";"31";"AL";87;;;;;9504;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0038";2;"2014-09-03";2014;"2014-07";"2014-09";"2014-09";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"125";;"RUE DU FERETRA";;"TOULOUSE";"31";"AB";17;;;;;698;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0039";2;"2014-09-08";2014;"2014-08";"2014-08";"2014-08";;;;;;"31500";"TOULOUSE";"false";"85";;"RUE DE LIMAYRAC";;"TOULOUSE";"31";"AE";264;;;;;66921;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0040";2;"2014-08-01";2014;"2014-08";"2014-08";"2014-08";;;;;;"31830";"PLAISANCE DU TOUCH";"false";"57";;"RUE OFFENBACH";;"TOULOUSE";"31";"AE";188;;;;;732;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0041";2;"2014-10-09";2014;"2014-09";"2014-10";"2014-10";"30.30Z";5599;"EUROSATELLITE FRANCE SA";"428593651";"42859365100022";"31037";"TOULOUSE  CEDEX";"false";"26";;"AVENUE JEAN FRANCOIS CHAMP";;"TOULOUSE";"31";"BC";53;"BC";"54";"BC";"55";260089;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0042";2;"2014-09-25";2014;"2014-09";"2014-09";"2014-09";"70.10Z";5599;"SNPE";"712013432";"71201343200059";"31000";"TOULOUSE";"false";;;"IMPASSE DE PALAYRE";;"TOULOUSE";"31";"BV";1;;;;;25960;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0043";2;"2014-09-01";2014;"2014-09";"2014-09";"2014-09";"49.31Z";4140;"TISSEO VOYAGEURS";"520807876";"52080787600039";"31081";"TOULOUSE CEDEX 01";"false";;;"AVENUE DES ETATS-UNIS";"NAUBALETTE EST";"TOULOUSE";"31";"AH";271;;;;;4468;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0044";2;"2014-10-14";2014;"2014-09";"2014-10";"2014-10";"86.10Z";7364;"CENTRE HOSPITALIER GERARD MARCHANT";"263100133";"26310013300010";"31057";"TOULOUSE CEDEX 1";"false";"134";;"RTE D'ESPAGNE";;"TOULOUSE";"31";"BN";3;;;;;159209;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0045";2;"2014-10-14";2014;"2014-10";"2014-10";"2014-10";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"13 BI";;"RUE DU LOT";;"TOULOUSE";"31";"BC";35;;;;;600;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0046";2;"2014-10-01";2014;"2014-10";"2014-10";"2014-10";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"20 BI";;"CHEMIN DE BAGATELLE";;"TOULOUSE";"31";"BC";6;;;;;1202;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0047";2;"2014-10-17";2014;"2014-10";"2014-10";"2014-10";;;;;;"31330";"GRENADE";"false";"150";;"CHE DE LA SALADE PONSAN";;"TOULOUSE";"31";"AI";342;;;;;177;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0048";2;"2014-11-25";2014;"2014-10";"2014-11";"2014-11";;;;;;"31200";"TOULOUSE";"false";"20";;"CHE DES SEPT DENIERS";;"TOULOUSE";"31";"AN";130;;;;;361;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0049";2;"2014-10-01";2014;"2014-10";"2014-10";"2014-10";"68.20A";4140;"HABITAT TOULOUSE OFFICE PUBLIC DE L'HABITAT -";"400121463";"40012146300014";"31069";"TOULOUSE";"false";"7";;"IMPASSE BENTABERRY";;"TOULOUSE";"31";"AK";564;;;;;27861;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0050";2;"2014-11-18";2014;"2014-10";"2014-11";"2014-11";;;;;;"31200";"TOULOUSE";"false";"25";;"RUE DES TROIS PIGEONS";;"TOULOUSE";"31";"AM";66;;;;;547;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0051";2;"2014-11-05";2014;"2014-10";"2014-10";"2014-10";;;;;;"31300";"TOULOUSE";"false";"1 B";;"RUE DOMINIQUE CLOS";;"TOULOUSE";"31";"AT";28;;;;;133;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0052";2;"2014-11-14";2014;"2014-11";"2014-11";"2014-11";;;;;;"31500";"TOULOUSE";"false";"43";;"RUE DU SERGENT VIGNE";;"TOULOUSE";"31";"AC";362;;;;;371;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0053";2;"2014-11-27";2014;"2014-11";"2014-11";"2014-11";"68.20B";6540;"MANON";"434701504";"43470150400020";"31036";"TOULOUSE 01";"false";"9";;"CHE DES SILOS";;"TOULOUSE";"31";"CC";9;;;;;13199;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0054";2;"2014-12-23";2014;"2014-11";"2014-12";"2014-12";"68.20A";4140;"HABITAT TOULOUSE OFFICE PUBLIC DE L'HABITAT -";"400121463";"40012146300014";"31069";"TOULOUSE CEDEX";"false";"6-8";;"AVENUE DE LARDENNE";;"TOULOUSE";"31";"AI";141;;;;;48639;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0055";2;"2014-11-01";2014;"2014-11";"2014-11";"2014-11";;;;;;"31000";"TOULOUSE";"false";"1";;"RUE DU TARN";;"TOULOUSE";"31";"AX";268;;;;;307;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0056";2;"2014-12-19";2014;"2014-11";"2014-12";"2014-12";;;;;;"31240";"ST JEAN";"false";"11";;"RUE DE L UNION";;"TOULOUSE";"31";"AB";150;;;;;282;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0057";2;"2014-12-16";2014;"2014-11";"2014-12";"2014-12";"68.20A";4140;"HABITAT TOULOUSE OFFICE PUBLIC DE L'HABITAT -";"400121463";"40012146300014";"31069";"TOULOUSE CEDEX 03";"false";"101";;"RUE DE FONDEVILLE";;"TOULOUSE";"31";"AX";34;;;;;567;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0058";2;"2014-12-23";2014;"2014-12";"2014-12";"2014-12";;;;;;"31007";"TOULOUSE CEDEX 6";"false";"14";;"AV HENRI GUILLAUMET";;"TOULOUSE";"31";"AV";198;;;;;20;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0060";2;"2014-12-01";2014;"2014-12";"2015-01";"2015-01";"86.10Z";5599;"CLINIQUE PASTEUR";"550801195";"55080119500011";"31300";"TOULOUSE";"false";"2";;"RUE DE LA PETITE VITESSE";;"TOULOUSE";"31";"AD";97;"AD";"98";;;455;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155514D0061";2;"2015-02-17";2014;"2014-12";"2015-02";"2015-02";"68.20A";5599;"SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DES CHALETS";"660802844";"66080284400028";"31027";"TOULOUSE CEDEX 03";"false";"7";;"PLACE DES HAUTS MURATS";;"TOULOUSE";"31";"AB";507;;;;;1821;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515A0001";2;"2015-03-05";2015;"2015-02";"2015-04";"2015-04";"86.10Z";7364;"CENTRE HOSPITALIER GERARD MARCHANT";"263100133";"26310013300010";;;"false";"134";"RTE";"D ESPAGNE";;"TOULOUSE";;"BM";25;"BN";"3";;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515A0002";2;"2015-02-19";2015;"2015-02";"2015-02";"2015-02";"86.10Z";7364;"CENTRE HOSPITALIER GERARD MARCHANT";"263100133";"26310013300010";;;"false";"134";"RTE";"D ESPAGNE";;"TOULOUSE";;"BM";25;"BN";"3";;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515A0006";2;"2015-02-19";2015;"2015-02";"2015-02";"2015-02";"86.10Z";7364;"CENTRE HOSPITALIER GERARD MARCHANT";"263100133";"26310013300010";"31000";"TOULOUSE";"false";"134";"RTE";"D ESPAGNE";;"TOULOUSE";"31000";"BM";25;"BN";"3";;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155515A0007";2;"2015-03-06";2015;"2015-02";"2015-04";"2015-04";"86.10Z";7364;"CENTRE HOSPITALIER GERARD MARCHANT";"263100133";"26310013300010";"31000";"TOULOUSE";"false";"134";"RTE";"D ESPAGNE";;"TOULOUSE";"31000";"BM";25;"BN";"3";;;0;4
